id,中文,zh-CN
920015harm_desc,"如果发生银行卡卡号密码盗窃行为，会存在GSA SmartPay,MasterCard,Visa,American Express,Diner Club,Discover,JCB等信用卡卡号信息的输入处理，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。","如果发生银行卡卡号密码盗窃行为，会存在GSA SmartPay,MasterCard,Visa,American Express,Diner Club,Discover,JCB等信用卡卡号信息的输入处理，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。"
920015suggest,"建议对请求包参数中带有匹配(?:^|[^\d])(6(?:011|5\d{2})\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4})(?:[^\d]|$)正则表达式的请求谨慎处理。（Discover信用卡号码）","建议对请求包参数中带有匹配(?:^|[^\d])(6(?:011|5\d{2})\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4})(?:[^\d]|$)正则表达式的请求谨慎处理。（Discover信用卡号码）"
920016name,根据用户输出数据（响应体及响应头），检测已知信用卡类型（Discover信用卡号）（CC_Known),根据用户输出数据（响应体及响应头），检测已知信用卡类型（Discover信用卡号）（CC_Known)
920016desc,从网页到用户的输出数据检测到Discover信用卡号，记录日志（CC_Known),从网页到用户的输出数据检测到Discover信用卡号，记录日志（CC_Known)
920016harm_desc,响应头和响应体中带有Discover信用卡的号码，攻击者企图在服务器上窃取该信用卡相关资料。,响应头和响应体中带有Discover信用卡的号码，攻击者企图在服务器上窃取该信用卡相关资料。
920016suggest,"建议对响应包中出现匹配(?:^|[^\d])(?<!google_ad_client = \"pub-)(6(?:011|5\d{2})\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4})(?:[^\d]|$)正则表达式的应答进行限制。（Discover）","建议对响应包中出现匹配(?:^|[^\d])(?<!google_ad_client = \pub-)(6(?:011|5\d{2})\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4})(?:[^\d]|$)正则表达式的应答进行限制。（Discover）"""
920017name,根据用户输入数据（日志及审查），检测已知信用卡类型（JCB信用卡号）（CC_Known),根据用户输入数据（日志及审查），检测已知信用卡类型（JCB信用卡号）（CC_Known)
920017desc,从用户输入数据检测到JCB信用卡号，记录日志（CC_Known),从用户输入数据检测到JCB信用卡号，记录日志（CC_Known)
920017harm_desc,"如果发生银行卡卡号密码盗窃行为，会存在GSA SmartPay,MasterCard,Visa,American Express,Diner Club,Discover,JCB等信用卡卡号信息的输入处理，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。","如果发生银行卡卡号密码盗窃行为，会存在GSA SmartPay,MasterCard,Visa,American Express,Diner Club,Discover,JCB等信用卡卡号信息的输入处理，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。"
920017suggest,"建议对请求包参数中带有匹配(?:^|[^\d])(3\d{3}\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4}|(?:1800|21(?:31|00))\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{3})(?:[^\d]|$)正则表达式的请求谨慎处理。（JCB信用卡号码）","建议对请求包参数中带有匹配(?:^|[^\d])(3\d{3}\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4}|(?:1800|21(?:31|00))\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{3})(?:[^\d]|$)正则表达式的请求谨慎处理。（JCB信用卡号码）"
920018name,根据用户输出数据（响应体及响应头），检测已知信用卡类型（JCB信用卡号）（CC_Known),根据用户输出数据（响应体及响应头），检测已知信用卡类型（JCB信用卡号）（CC_Known)
920018desc,从网页到用户的输出数据检测到JCB信用卡号，记录日志（CC_Known),从网页到用户的输出数据检测到JCB信用卡号，记录日志（CC_Known)
920018harm_desc,响应头和响应体中带有JCB信用卡的号码，攻击者企图在服务器上窃取该信用卡相关资料。,响应头和响应体中带有JCB信用卡的号码，攻击者企图在服务器上窃取该信用卡相关资料。
920018suggest,"建议对响应包中出现匹配(?:^|[^\d])(?<!google_ad_client = \"pub-)(3\d{3}\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4}|(?:1800|21(?:31|00))\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{3})(?:[^\d]|$)正则表达式的应答进行限制。（JCB）","建议对响应包中出现匹配(?:^|[^\d])(?<!google_ad_client = \pub-)(3\d{3}\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4}|(?:1800|21(?:31|00))\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{3})(?:[^\d]|$)正则表达式的应答进行限制。（JCB）"""
920019name,"根据用户输入数据（日志及审查），检测已知信用卡类型（GSA SmartPay信用卡号）（CC_Known)","根据用户输入数据（日志及审查），检测已知信用卡类型（GSA SmartPay信用卡号）（CC_Known)"
920019desc,"从用户输入数据检测到GSA SmartPay信用卡号，记录日志（CC_Known)","从用户输入数据检测到GSA SmartPay信用卡号，记录日志（CC_Known)"
920019harm_desc,"如果发生银行卡卡号密码盗窃行为，会存在GSA SmartPay,MasterCard,Visa,American Express,Diner Club,Discover,JCB等信用卡卡号信息的输入处理，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。","如果发生银行卡卡号密码盗窃行为，会存在GSA SmartPay,MasterCard,Visa,American Express,Diner Club,Discover,JCB等信用卡卡号信息的输入处理，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。"
920019suggest,"建议对请求包参数中带有匹配(?:^|[^\d])((?:5568|4(?:486|716))\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4}|8699\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{3})(?:[^\d]|$)正则表达式的请求谨慎处理。（GSA SmartPay信用卡号码）","建议对请求包参数中带有匹配(?:^|[^\d])((?:5568|4(?:486|716))\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4}|8699\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{3})(?:[^\d]|$)正则表达式的请求谨慎处理。（GSA SmartPay信用卡号码）"
920020name,"根据用户输出数据（响应体及响应头），检测已知信用卡类型（GSA SmartPay信用卡号）（CC_Known)","根据用户输出数据（响应体及响应头），检测已知信用卡类型（GSA SmartPay信用卡号）（CC_Known)"
920020desc,"从网页到用户的输出数据检测到GSA SmartPay信用卡号，记录日志（CC_Known)","从网页到用户的输出数据检测到GSA SmartPay信用卡号，记录日志（CC_Known)"
920020harm_desc,"响应头和响应体中带有GSA SmartPay信用卡的号码，攻击者企图在服务器上窃取该信用卡相关资料。","响应头和响应体中带有GSA SmartPay信用卡的号码，攻击者企图在服务器上窃取该信用卡相关资料。"
920020suggest,"建议对响应包中出现匹配(?:^|[^\d])(?<!google_ad_client = \"pub-)((?:5568|4(?:486|716))\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4}|8699\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{3})(?:[^\d]|$)正则表达式的应答进行限制。（GSA SmartPay）","建议对响应包中出现匹配(?:^|[^\d])(?<!google_ad_client = \pub-)((?:5568|4(?:486|716))\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4}|8699\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{3})(?:[^\d]|$)正则表达式的应答进行限制。（GSA SmartPay）"""
920021name,"检测信用卡轨迹数据1是否泄漏（CC Track Pan）","检测信用卡轨迹数据1是否泄漏（CC Track Pan）"
920021desc,从响应体中检测到信用卡轨迹数据1发生泄漏，则阻断（CC_Track_Pan）,从响应体中检测到信用卡轨迹数据1发生泄漏，则阻断（CC_Track_Pan）
920021harm_desc,攻击者可对信用卡的数据进行追踪，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。,攻击者可对信用卡的数据进行追踪，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。
920021suggest,"建议对含有匹配\%[Bb][3456][0-9]{3,3}[\x20\-]{0,3}[0-9]{4,6}[\x20\-]{0,3}[0-9]{2,5}[\x20\-]{0,3}[0-9]{0,4}\^[^\^]+\^[0-9]+\?正则表达式的响应包进行限制。","建议对含有匹配\%[Bb][3456][0-9]{3,3}[\x20\-]{0,3}[0-9]{4,6}[\x20\-]{0,3}[0-9]{2,5}[\x20\-]{0,3}[0-9]{0,4}\^[^\^]+\^[0-9]+\?正则表达式的响应包进行限制。"
920022name,"检测信用卡轨迹数据2是否泄漏（CC Track Pan）","检测信用卡轨迹数据2是否泄漏（CC Track Pan）"
920022desc,从响应体中检测到信用卡轨迹数据2发生泄漏，则阻断（CC_Track_Pan）,从响应体中检测到信用卡轨迹数据2发生泄漏，则阻断（CC_Track_Pan）
920022harm_desc,攻击者可对信用卡的数据进行追踪，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。,攻击者可对信用卡的数据进行追踪，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。
920022suggest,"建议对含有匹配\;[3456][0-9]{3,3}[\x20\-]{0,3}[0-9]{4,6}[\x20\-]{0,3}[0-9]{2,5}[\x20\-]{0,3}[0-9]{0,4}[=Dd][0-9]+\?正则表达式的响应包进行限制。","建议对含有匹配\;[3456][0-9]{3,3}[\x20\-]{0,3}[0-9]{4,6}[\x20\-]{0,3}[0-9]{2,5}[\x20\-]{0,3}[0-9]{0,4}[=Dd][0-9]+\?正则表达式的响应包进行限制。"
920023name,"检测信用卡PAN数据是否泄漏（CC Track Pan）","检测信用卡PAN数据是否泄漏（CC Track Pan）"
920023desc,从响应体中检测到信用卡PAN数据发生泄漏，则阻断（CC_Track_Pan）,从响应体中检测到信用卡PAN数据发生泄漏，则阻断（CC_Track_Pan）
920023harm_desc,攻击者可对信用卡的数据进行追踪，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。,攻击者可对信用卡的数据进行追踪，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。
920023suggest,"建议对含有匹配[^0-9][3456][0-9]{3,3}[\x20\-]{0,3}[0-9]{4,6}[\x20\-]{0,3}[0-9]{2,5}[\x20\-]{0,3}[0-9]{0,4}[^0-9]正则表达式的响应包进行限制。","建议对含有匹配[^0-9][3456][0-9]{3,3}[\x20\-]{0,3}[0-9]{4,6}[\x20\-]{0,3}[0-9]{2,5}[\x20\-]{0,3}[0-9]{0,4}[^0-9]正则表达式的响应包进行限制。"
950000name,"SESSION加固(OWASP TOP 10)","SESSION加固(OWASP TOP 10)"
950000desc,"检测可能的SESSION加固攻击，当来源为空时通过在http请求中检测jsessionid aspsessionid asp.net_sessionid phpsession phpsessid weblogicsession session_id session-id cfid cftoken cfsid jservsession jwsession等来实现","检测可能的SESSION加固攻击，当来源为空时通过在http请求中检测jsessionid aspsessionid asp.net_sessionid phpsession phpsessid weblogicsession session_id session-id cfid cftoken cfsid jservsession jwsession等来实现"
950000harm_desc,"利用请求参数名字中包含如jsessionid aspsessionid asp.net_sessionid phpsession phpsessid，然后请求头中排除Referer参数。可实施会话劫持攻击","利用请求参数名字中包含如jsessionid aspsessionid asp.net_sessionid phpsession phpsessid，然后请求头中排除Referer参数。可实施会话劫持攻击"
950000suggest,"建议web服务器把请求参数名为sessionid aspsessionid asp.net_sessionid phpsession phpsessid weblogicsession session_id session-id cfid cftoken cfsid jservsession jwsession等单词的请求过滤了。","建议web服务器把请求参数名为sessionid aspsessionid asp.net_sessionid phpsession phpsessid weblogicsession session_id session-id cfid cftoken cfsid jservsession jwsession等单词的请求过滤了。"
950001name,"SQL注入检测之一(OWASP TOP 10)","SQL注入检测之一(OWASP TOP 10)"
950001desc,OWASP排名前10的SQL注入检测,OWASP排名前10的SQL注入检测
950001harm_desc,"在cookies和请求参数和xml中利用 stddev_pop|ubstring_index|date|xp_ntsec_enumdemains|filelist|ercibility|butl_inaddr等字符，攻击者可尝试SQL注入。一旦注入成功，攻击者可获取数据库的管理用户权限，然后将数据库管理用户权限提升至操作系统管理用户权限，控制服务器操作系统，获取重要信息及机密文件。  ","在cookies和请求参数和xml中利用 stddev_pop|ubstring_index|date|xp_ntsec_enumdemains|filelist|ercibility|butl_inaddr等字符，攻击者可尝试SQL注入。一旦注入成功，攻击者可获取数据库的管理用户权限，然后将数据库管理用户权限提升至操作系统管理用户权限，控制服务器操作系统，获取重要信息及机密文件。"
