id,中文,中文
920020harm_desc,响应头和响应体中带有GSA SmartPay信用卡的号码，攻击者企图在服务器上窃取该信用卡相关资料。,响应头和响应体中带有GSA SmartPay信用卡的号码，攻击者企图在服务器上窃取该信用卡相关资料。
920020suggest,建议对响应包中出现匹配(?:^|[^\d])(?<!google_ad_client = \pub-)((?:5568|4(?:486|716))\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4}|8699\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{3})(?:[^\d]|$)正则表达式的应答进行限制。（GSA SmartPay）",建议对响应包中出现匹配(?:^|[^\d])(?<!google_ad_client = \pub-)((?:5568|4(?:486|716))\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{4}|8699\-?\d{4}\-?\d{2}\-?\d{2}\-?\d{3})(?:[^\d]|$)正则表达式的应答进行限制。（GSA SmartPay）"
920021name,检测信用卡轨迹数据1是否泄漏（CC Track Pan）,检测信用卡轨迹数据1是否泄漏（CC Track Pan）
920021harm_desc,攻击者可对信用卡的数据进行追踪，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。,攻击者可对信用卡的数据进行追踪，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。
920021suggest,"建议对含有匹配\%[Bb][3456][0-9]{3,3}[\x20\-]{0,3}[0-9]{4,6}[\x20\-]{0,3}[0-9]{2,5}[\x20\-]{0,3}[0-9]{0,4}\^[^\^]+\^[0-9]+\?正则表达式的响应包进行限制。","建议对含有匹配\%[Bb][3456][0-9]{3,3}[\x20\-]{0,3}[0-9]{4,6}[\x20\-]{0,3}[0-9]{2,5}[\x20\-]{0,3}[0-9]{0,4}\^[^\^]+\^[0-9]+\?正则表达式的响应包进行限制。"
920022name,检测信用卡轨迹数据2是否泄漏（CC Track Pan）,检测信用卡轨迹数据2是否泄漏（CC Track Pan）
920022harm_desc,攻击者可对信用卡的数据进行追踪，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。,攻击者可对信用卡的数据进行追踪，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。
920022suggest,"建议对含有匹配\;[3456][0-9]{3,3}[\x20\-]{0,3}[0-9]{4,6}[\x20\-]{0,3}[0-9]{2,5}[\x20\-]{0,3}[0-9]{0,4}[=Dd][0-9]+\?正则表达式的响应包进行限制。","建议对含有匹配\;[3456][0-9]{3,3}[\x20\-]{0,3}[0-9]{4,6}[\x20\-]{0,3}[0-9]{2,5}[\x20\-]{0,3}[0-9]{0,4}[=Dd][0-9]+\?正则表达式的响应包进行限制。"
920023name,检测信用卡PAN数据是否泄漏（CC Track Pan）,检测信用卡PAN数据是否泄漏（CC Track Pan）
920023harm_desc,攻击者可对信用卡的数据进行追踪，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。,攻击者可对信用卡的数据进行追踪，如果攻击者窃取了这些数据是非常的危险的，甚至会利用一系列信息进行欺诈。
920023suggest,"建议对含有匹配[^0-9][3456][0-9]{3,3}[\x20\-]{0,3}[0-9]{4,6}[\x20\-]{0,3}[0-9]{2,5}[\x20\-]{0,3}[0-9]{0,4}[^0-9]正则表达式的响应包进行限制。","建议对含有匹配[^0-9][3456][0-9]{3,3}[\x20\-]{0,3}[0-9]{4,6}[\x20\-]{0,3}[0-9]{2,5}[\x20\-]{0,3}[0-9]{0,4}[^0-9]正则表达式的响应包进行限制。"
950000name,SESSION加固(OWASP TOP 10),SESSION加固(OWASP TOP 10)
950000harm_desc,利用请求参数名字中包含如jsessionid aspsessionid asp.net_sessionid phpsession phpsessid，然后请求头中排除Referer参数。可实施会话劫持攻击,利用请求参数名字中包含如jsessionid aspsessionid asp.net_sessionid phpsession phpsessid，然后请求头中排除Referer参数。可实施会话劫持攻击
950000suggest,建议web服务器把请求参数名为sessionid aspsessionid asp.net_sessionid phpsession phpsessid weblogicsession session_id session-id cfid cftoken cfsid jservsession jwsession等单词的请求过滤了。,建议web服务器把请求参数名为sessionid aspsessionid asp.net_sessionid phpsession phpsessid weblogicsession session_id session-id cfid cftoken cfsid jservsession jwsession等单词的请求过滤了。
950001name,SQL注入检测之一(OWASP TOP 10),SQL注入检测之一(OWASP TOP 10)
950001harm_desc,在cookies和请求参数和xml中利用 stddev_pop|ubstring_index|date|xp_ntsec_enumdemains|filelist|ercibility|butl_inaddr等字符，攻击者可尝试SQL注入。一旦注入成功，攻击者可获取数据库的管理用户权限，然后将数据库管理用户权限提升至操作系统管理用户权限，控制服务器操作系统，获取重要信息及机密文件。  ,在cookies和请求参数和xml中利用 stddev_pop|ubstring_index|date|xp_ntsec_enumdemains|filelist|ercibility|butl_inaddr等字符，攻击者可尝试SQL注入。一旦注入成功，攻击者可获取数据库的管理用户权限，然后将数据库管理用户权限提升至操作系统管理用户权限，控制服务器操作系统，获取重要信息及机密文件。  
950001suggest,建议在web服务器添加对含有stddev_pop|ubstring_index|date|xp_ntsec_enumdemains|filelist|ercibility|butl_inaddr等字符的数据进行过滤,建议在web服务器添加对含有stddev_pop|ubstring_index|date|xp_ntsec_enumdemains|filelist|ercibility|butl_inaddr等字符的数据进行过滤
950002name,系统命令访问(OWASP TOP 10),系统命令访问(OWASP TOP 10)
950002harm_desc,在cookies和请求参数和xml中利用(nmap|wguest|ftp|rcmd).exe，或者cmd.exe等字符串，可实施文件注入,在cookies和请求参数和xml中利用(nmap|wguest|ftp|rcmd).exe，或者cmd.exe等字符串，可实施文件注入
950002suggest,建议web服务器把参数名，参数值和cookies和XML中包含匹配\b(?:(?:n(?:map|et|c)|w(?:guest|sh)|telnet|rcmd|ftp)\.exe\b|cmd(?:(?:32)?\.exe\b|\b\W*?\/c))正则表达式的请求过滤了。,建议web服务器把参数名，参数值和cookies和XML中包含匹配\b(?:(?:n(?:map|et|c)|w(?:guest|sh)|telnet|rcmd|ftp)\.exe\b|cmd(?:(?:32)?\.exe\b|\b\W*?\/c))正则表达式的请求过滤了。
950003name,SESSION加固(OWASP TOP 10),SESSION加固(OWASP TOP 10)
950003harm_desc,在请求参数名字中利用如jsessionid aspsessionid asp.net_sessionid phpsession phpsessid，然后在请求头中利用Referer参数为如https://attack.com。可实施会话劫持攻击,在请求参数名字中利用如jsessionid aspsessionid asp.net_sessionid phpsession phpsessid，然后在请求头中利用Referer参数为如https://attack.com。可实施会话劫持攻击
950003suggest,建议web服务器把请求参数名为sessionid aspsessionid asp.net_sessionid phpsession phpsessid weblogicsession session_id session-id cfid cftoken cfsid jservsession jwsession等单词的请求过滤了。,建议web服务器把请求参数名为sessionid aspsessionid asp.net_sessionid phpsession phpsessid weblogicsession session_id session-id cfid cftoken cfsid jservsession jwsession等单词的请求过滤了。
950005name,远程文件访问(OWASP TOP 10),远程文件访问(OWASP TOP 10)
950005harm_desc,在cookies和请求参数和xml中利用global.asa|httpd.conf|boot.ini等字符串，可实施文件注入,在cookies和请求参数和xml中利用global.asa|httpd.conf|boot.ini等字符串，可实施文件注入
950005suggest,建议web服务器把参数名，参数值和cookies和XML中包含匹配(?:\b(?:\.(?:ht(?:access|passwd|group)|www_?acl)|global\.asa|httpd\.conf|boot\.ini)\b|\/etc\/)正则表达式的请求过滤了。,建议web服务器把参数名，参数值和cookies和XML中包含匹配(?:\b(?:\.(?:ht(?:access|passwd|group)|www_?acl)|global\.asa|httpd\.conf|boot\.ini)\b|\/etc\/)正则表达式的请求过滤了。
950006name,系统命令注入(OWASP TOP 10),系统命令注入(OWASP TOP 10)
950006harm_desc,攻击者可以通过在cookies和请求参数和xml中包含g++|gcc|echo|kill|nmap等字符串实施命令攻击,攻击者可以通过在cookies和请求参数和xml中包含g++|gcc|echo|kill|nmap等字符串实施命令攻击
950006suggest,建议web服务器把参数名，参数值和cookies和XML中包含匹配(?:\b(?:(?:n(?:et(?:\b\W+?\blocalgroup|\.exe)|(?:map|c)\.exe)|t(?:racer(?:oute|t)|elnet\.exe|clsh8?|ftp)|(?:w(?:guest|sh)|rcmd|ftp)\.exe|echo\b\W*?\by+)\b|c(?:md(?:(?:\.exe|32)\b|\b\W*?\/c)|d(?:\b\W*?[\\/]|\W*?\.\.)|hmod.{,建议web服务器把参数名，参数值和cookies和XML中包含匹配(?:\b(?:(?:n(?:et(?:\b\W+?\blocalgroup|\.exe)|(?:map|c)\.exe)|t(?:racer(?:oute|t)|elnet\.exe|clsh8?|ftp)|(?:w(?:guest|sh)|rcmd|ftp)\.exe|echo\b\W*?\by+)\b|c(?:md(?:(?:\.exe|32)\b|\b\W*?\/c)|d(?:\b\W*?[\\/]|\W*?\.\.)|hmod.{
950007name,SQL盲注检测(OWASP TOP 10),SQL盲注检测(OWASP TOP 10)
950007harm_desc,在cookies和请求参数和xml中利用sys.user_tab_column|table_name|extpos&%(等字符，攻击者可尝试使用sheep()或者benchmark（）函数进行盲注测试。一旦成功将会进一步的攻击，攻击者可获取数据库的管理用户权限，然后将数据库管理用户权限提升至操作系统管理用户权限，控制服务器操作系统，获取重要信息及机密文件。  ,在cookies和请求参数和xml中利用sys.user_tab_column|table_name|extpos&%(等字符，攻击者可尝试使用sheep()或者benchmark（）函数进行盲注测试。一旦成功将会进一步的攻击，攻击者可获取数据库的管理用户权限，然后将数据库管理用户权限提升至操作系统管理用户权限，控制服务器操作系统，获取重要信息及机密文件。  
950007suggest,建议在web服务器添加对含有sys.user_tab_column|table_name|extpos&%(等字符的数据进行过滤,建议在web服务器添加对含有sys.user_tab_column|table_name|extpos&%(等字符的数据进行过滤
950008name,Coldfusion注入(OWASP TOP 10),Coldfusion注入(OWASP TOP 10)
950008harm_desc,在cookies和请求参数和xml中利用cfusion_dbconnection_flush|getodbcdsn等字符串，就会存在非法输入的数据源管理函数,在cookies和请求参数和xml中利用cfusion_dbconnection_flush|getodbcdsn等字符串，就会存在非法输入的数据源管理函数
950008suggest,建议web服务器把参数名，参数值和cookies和XML中包含匹配\bcf(?:usion_(?:d(?:bconnections_flush|ecrypt)|set(?:tings_refresh|odbcini)|getodbc(?:dsn|ini)|verifymail|encrypt)|_(?:(?:iscoldfusiondatasourc|getdatasourceusernam)e|setdatasource(?:password|username))|newinternal(?:admin,建议web服务器把参数名，参数值和cookies和XML中包含匹配\bcf(?:usion_(?:d(?:bconnections_flush|ecrypt)|set(?:tings_refresh|odbcini)|getodbc(?:dsn|ini)|verifymail|encrypt)|_(?:(?:iscoldfusiondatasourc|getdatasourceusernam)e|setdatasource(?:password|username))|newinternal(?:admin
950009name,SESSION加固(OWASP TOP 10),SESSION加固(OWASP TOP 10)
950009harm_desc,在请求参数名字中利用如jsessionid aspsessionid asp.net_sessionid phpsession phpsessid，然后在请求头中利用Referer参数为如https://attack.com。可实施会话劫持攻击,在请求参数名字中利用如jsessionid aspsessionid asp.net_sessionid phpsession phpsessid，然后在请求头中利用Referer参数为如https://attack.com。可实施会话劫持攻击
950009suggest,建议web服务器把请求参数名为sessionid aspsessionid asp.net_sessionid phpsession phpsessid weblogicsession session_id session-id cfid cftoken cfsid jservsession jwsession等单词的请求过滤了。,建议web服务器把请求参数名为sessionid aspsessionid asp.net_sessionid phpsession phpsessid weblogicsession session_id session-id cfid cftoken cfsid jservsession jwsession等单词的请求过滤了。
950010name,LDAP注入(OWASP TOP 10),LDAP注入(OWASP TOP 10)
950010harm_desc,攻击者可以通过在cookies和请求参数和xml中包含了如(homedirectory=[a\x80][&]等字符实施常见的LDAP数据注入并实施攻击,攻击者可以通过在cookies和请求参数和xml中包含了如(homedirectory=[a\x80][&]等字符实施常见的LDAP数据注入并实施攻击
950010suggest,建议web服务器把参数名，参数值和cookies和XML中包含匹配(?:\((?:\W*?(?:objectc(?:ategory|lass)|homedirectory|[gu]idnumber|cn)\b\W*?=|[^\w\x80-\xFF]*?[\!\&\|][^\w\x80-\xFF]*?\()|\)[^\w\x80-\xFF]*?\([^\w\x80-\xFF]*?[\!\&\|])正则表达式的请求过滤了。,建议web服务器把参数名，参数值和cookies和XML中包含匹配(?:\((?:\W*?(?:objectc(?:ategory|lass)|homedirectory|[gu]idnumber|cn)\b\W*?=|[^\w\x80-\xFF]*?[\!\&\|][^\w\x80-\xFF]*?\()|\)[^\w\x80-\xFF]*?\([^\w\x80-\xFF]*?[\!\&\|])正则表达式的请求过滤了。
950011name,SSI注入(OWASP TOP 10),SSI注入(OWASP TOP 10)
950011harm_desc,攻击者可以通过在cookies和请求参数和xml中包含了如<!--#echo|<!--exec<!--cmd等字符实施格式化数据输入,攻击者可以通过在cookies和请求参数和xml中包含了如<!--#echo|<!--exec<!--cmd等字符实施格式化数据输入
950011suggest,,
950012name,http请求走私(OWASP TOP 10),http请求走私(OWASP TOP 10)
950012harm_desc,"攻击者通过破坏通信协议进行攻击。这种类型的攻击可以让敌人模仿他人,发现敏感信息,控制会议的结果,或执行其他攻击","攻击者通过破坏通信协议进行攻击。这种类型的攻击可以让敌人模仿他人,发现敏感信息,控制会议的结果,或执行其他攻击"
